text,label,source,writing_style
تجار ومرتزقة الدين ، وكهان ودجالين آل سعود ومماليك الخليج ، ومنشطي قناة الخنزيرة وأخواتها ، ظهرت فضائحهم واضحة أمام العالم والأمة العربية والإسلامية ، العريفي أو بالأحرى إمام بلاط آل سعود ، فقد عقله وأصبح يهذي مزطول ، يجود كلام عادي مثل تجويد وقراءة القرآن الكريم ، ويقول هذه سورة التفاح ويقصد بها سورة المائدة،خيبك الله يا منحط ويا زنديق منافق عبد لأسيادك ونزواتك وشهواتك ، وكذلك القرضاوي من مخبر جاسوس لجهاز المخابرات المصري ، إلى إمام ومشعوذ يلهث وراء غرائزه الحيوانية ،إلي داعية وجاسوس لإسرائيل ومن يدفع أكثر، يفتي في كل شيء حرام حتى في قتل النفس التي حرم الله قتلها، فجامع الأزهر رغم أنه شيد من قبل الفاطميين على التقوى وحب الله وما أنزل على خاتم النبيين والمرسلين ،إلا أن الأجيال الأخيرة من خريجيه أصبحوا مرتزقة وتجار دين ، يحرضون المسلمين على قتل بعضهم البعض وتدمير أوطانهم بأيديهم ، والعمل على التفرقة بينهم ،والتشكيك في ما جاء به الدين الإسلامي ، وتحريف وتفسير القرآن الكريم على هواهم ،كما يريد الملوك والأمراء ، ليكرهوا الناس في الدين الإسلامي ، وما القاعدة وداعش وجبهة النصرة الإسرائيلية والجماعات الإرهابية ال...,negative,kaggle_moroccan_sentiment,mixed
hhhhh m3alim,positive,kaggle_moroccan_sentiment,mixed
من أفضل ممثلات تونس,positive,kaggle_moroccan_sentiment,mixed
تفوه ديوث وخامج وصحيح عين ويناقش كونسار ان شاء الله,negative,kaggle_moroccan_sentiment,mixed
برااااااااافو ناجح 1000%,positive,kaggle_moroccan_sentiment,mixed
لا يحشموا لا يجعروا توا ما يحشمش ها البهيم معناها فرحان عمل سلفي مع بطلة العالم في العهر تي روح ن.......،تفوووووووووووه فضحتونا يا خماج؟؟؟؟؟؟؟,negative,kaggle_moroccan_sentiment,mixed
Yaser bleda bourjoulia moch 7ob,negative,kaggle_moroccan_sentiment,mixed
ساصوت على الحزب الدى يعيد النضر في حرية الاسعار ومحاربة الفراقشية في جميع الميادين ابتداءا من فراقشية التعليم المدرسة الحرة و الساعات الإضافية  ثم الصحة وبالخصوص اثمنة الأدوية والتحاليل ووووالى اخر الفراقشية  الخضار الجزار الى الو صول الى صاحب الفاخر الله يسودها لهم جميع الفراقشية ولاكن للأسف الشديد حتى الاحزاب فيهم الكثير من الفراقشية وجدت الحل نخوي البلاد انا وولاداتي لا للرجوع,negative,hespress_manual_khalid,Arabic
دارو الدمج احسن حاجة,positive,huggingface_darija_reviews,Arabic
Em3almaaa,positive,kaggle_moroccan_sentiment,mixed
برفوا نور,positive,kaggle_moroccan_sentiment,mixed
Monafe9 w la7ass,negative,kaggle_moroccan_sentiment,mixed
Bravoo kolhom abd3ou,positive,kaggle_moroccan_sentiment,mixed
ana te3jebni en plus 5ademma,positive,kaggle_moroccan_sentiment,mixed
"ضايع فيييييييها و مصطك زاده""",negative,kaggle_moroccan_sentiment,mixed
9affef ennahtha,negative,kaggle_moroccan_sentiment,mixed
Massta lassta !!!!,negative,kaggle_moroccan_sentiment,mixed
و نعم الاب,positive,kaggle_moroccan_sentiment,mixed
ممثل هايل كرمك الله  rabi ifadhleeek,positive,kaggle_moroccan_sentiment,mixed
Bravo rajil,positive,kaggle_moroccan_sentiment,mixed
عجلات الخلفية صغااااار مقارنة لطموبيل مهزوزة و مشاداش الأرض... سطابيليزاسو و ماشي فيابل و بلا ميرقابح،معايا شي حد,negative,huggingface_darija_reviews,Arabic
تفيه علي مندرك معدنوس وحه الركبة,negative,kaggle_moroccan_sentiment,mixed
Nakrho,negative,kaggle_moroccan_sentiment,mixed
Mouch mennou Melli ijibou fih,negative,kaggle_moroccan_sentiment,mixed
Wa7dek ya hanona n7ebek barrrrrrrrrcha,positive,kaggle_moroccan_sentiment,mixed
برنامج متاع موبنا نعنبو زك أمكم يا خماج فيكم كان قحاب و موبنا والله نحلف عليكم تتبادلو بنساء و سامي الفهري ينيك فيكم يا خماج برامج و مواضيع متاع وبنا والله نحلف عليكم كلكم ناقصين عصبا,negative,kaggle_moroccan_sentiment,mixed
chbeha najla sayybouha malla niféééééé9,negative,kaggle_moroccan_sentiment,mixed
احلى صباح لاحلى بنوتة عسولة,positive,kaggle_moroccan_sentiment,mixed
برجولية تبركلا علاها,positive,kaggle_moroccan_sentiment,mixed
ya waliiiiiiiiiiiiiiiiiiiid ya m3alleeeeeeeeeeeeeeem raw3aaaaaaaaaaaaaaa...... ama maram n7eb n9olha rak0 0 0 0 0 0 w mostawek yeser mon7at tfiiiiiiiiiiiiiiiiiih,negative,kaggle_moroccan_sentiment,mixed
oui yhabil southa <3 <3,positive,kaggle_moroccan_sentiment,mixed
برجولية ماسط لاسط.,negative,kaggle_moroccan_sentiment,mixed
قداشو ماسط ورخيص,negative,kaggle_moroccan_sentiment,mixed
لا واجيهة جندوبي تعجبني,positive,kaggle_moroccan_sentiment,mixed
متعجبنيش لهي ولا صوتها,negative,kaggle_moroccan_sentiment,mixed
شكرا الأصحاب الشرطة على جميع الجودات اللذين يقومون بها لحفاضة المواطنيجب الضرب بيد من حديد علا هلآء المجرمين اللذين يخرجون شبابنا وشاباتنا من هاته الهلوسة الخطيرةاللتي قد تأدي بمستعمليها للقيام أعمال العنف والسرقة و قد ينتج عنها ضحايا,positive,hespress_manual_khalid,Arabic
taberkala 3lih taajebni fi jaabni ya wajiha jandoubi,positive,kaggle_moroccan_sentiment,mixed
"Tbarkala 3likom ma7lekom rabi yhanikom,wenti yessine bravo",positive,kaggle_moroccan_sentiment,mixed
بفففف شعندك غلية >_< ميبسك -_-,negative,kaggle_moroccan_sentiment,mixed
ما احلاها رحمة و ما احلى كلامها و ما احلى عائلتها و ربي يفرج عليهم و يحميهم,positive,kaggle_moroccan_sentiment,mixed
Hhhhhh a9wa la9ta :-P,positive,kaggle_moroccan_sentiment,mixed
ياجليل كملً هكا وربي معاك اما سيً. محمد  قل ردباك علي  قليبك,positive,kaggle_moroccan_sentiment,mixed
rojla,positive,kaggle_moroccan_sentiment,mixed
في كلمة أحسن وحدة bravo إلى الأمام,positive,kaggle_moroccan_sentiment,mixed
عجبتني الحلقة اخدم ربي يعينك,positive,kaggle_moroccan_sentiment,mixed
في كلمة واحدة : أبله,negative,kaggle_moroccan_sentiment,mixed
صراحة حوايجهم غاليين مع المقارنة مع الجودة مزال حوايج وليدات صغار والبيبي زوينين صبني ورد,negative,huggingface_darija_reviews,Arabic
"#أيمن + #مهدي 
3lech nakerhouha hata walaw tmatel chérira ena jamais nakraha moumatla spontané barcha w nmout 3liha
صوتو باهي مافيش ادنى شك
Tayara
يعطيه الصحة وين تحطو ما تخافش عليه
bravo
هههه ماعرفتش روحي نتفرج في دنيا اخرى ولا في اولاد مفيدة ههههه اما عفسة باهية bravooooo
صوتك روعه لكن الهي بروحوك الشويه   عرفينك الراجل دبرتيه
تحياتي لهاتة الاستاذة. <3
tfouuuuuuuuuuuuuuuuuuuuuuuh 3ala halmandher
wahid tayarraa
wa7dek ya nawfel
نوفل وحدو
مبنِّك ومحلاك يا بيَّة المرأة التونسية بإمتياز بالله ساعة ساعة اعملي علينا طلة نوريلنا القناة
جعفور يا معذبهم
Macchalah
Baravooo sami mousalsel tayara
برافو وليد عندك موهبة في الميدان
Zied Borji قمة في الإحساس فنان بأتم معنى الكلمة♡♡♡♡♡♡
برفوووووووووووووووووووووووووو
جعفر القاسمي من اكثر الكوميدين البارزين في تونس ....يضحكني برشاا
Bayyouta ma7lek temchi wtes4ar bou zink :*
tayyyyara , ya3tikom el sa7777a
Bsara7a ta7fouuuuuun barchaaaaaaa
soutek behi
راجل والله
.. تحفونة .. ويلي عليها
Malla sahirya
الحاذقة
a7la amna :*
برافو ياسين
Rajil (y)
Te3jebni barcha Iove bb 5adouja
بارك الله فيك يا وليد التونسي
Bonjour  .           Khalifa raowwwwwwwwww3a
Rawe3a
برشا جو او تشويق مسلسل حلو حقق اكبر نسب المشاهد توانس تتفرج في ليل او بعد يبداو اسب انا في بالي لي معجبوش المسلسل انجم ابدل
Chahloula
Bravoo semi
bravo walid
مزيانة بارشى و بالنسبة آش عملت بينها و بين الله
Bravo ja3four ya behii ya 7nin rak 9ima f insania ,hmd fama ja3four f tounes wlh
حلو
بصراحة bravo ناجي جلول والله كبرت في عيني كيف كشفت #هالكلب الي يبيض في #الارهاب شكون موافقني ...
Yaaaaaaa n7ebou barcha
ya3tihhhhh saha
bravo olfa
M3alem
بيه ديمه متألق
3saaal
Bravo m3allem
m3alam
Bravo 😘",positive,kaggle_moroccan_sentiment,mixed
مسلسل يحكي كان عالعار  و ههه كلهم ولاد في الحرام فضايح قداش نكرهو هالمسلسل,negative,kaggle_moroccan_sentiment,mixed
Barcha 9elet 7ya,negative,kaggle_moroccan_sentiment,mixed
اكبري اكبري مالا فضايح كان جيت تعرف راك متحجبة,negative,kaggle_moroccan_sentiment,mixed
محلاها ريم معناش منها برشة في تونس,positive,kaggle_moroccan_sentiment,mixed
M3alem ka3four,positive,kaggle_moroccan_sentiment,mixed
عسل هاجر هههه محلا زينك هههه توهبل,positive,kaggle_moroccan_sentiment,mixed
"من التعنيق و الاحضان محناش خارجين و ربي يحسن العاقبة""",negative,kaggle_moroccan_sentiment,mixed
تمثيل رائع برافو,positive,kaggle_moroccan_sentiment,mixed
سبحان الله ماسط و دمو رزين و مارڨ,negative,kaggle_moroccan_sentiment,mixed
L7wayj lbaydin makaysla7 lihom rir aryil ama lwan nas7k b flota makaykchfch l7wayj okay5arj mzn howa likandi ola kan lbyad kanzid m3ah javel,neutral,huggingface_darija_reviews,Arabizi
Enta m3alem w 7na menak net3alem,positive,kaggle_moroccan_sentiment,mixed
3sal  kafon habebtna fi rab ken intti,positive,kaggle_moroccan_sentiment,mixed
احلى شيخ تحيفة معلم و الله  <3,positive,kaggle_moroccan_sentiment,mixed
Bravoo walid klamek manti9i w wathe7,positive,kaggle_moroccan_sentiment,mixed
mamsitha maya pffff,negative,kaggle_moroccan_sentiment,mixed
مااااااسط,negative,kaggle_moroccan_sentiment,mixed
لطفي انا جزائرية اما نموت عليك شخصية توب ربي يحفظك,positive,kaggle_moroccan_sentiment,mixed
Te3jebni w n7enha,positive,kaggle_moroccan_sentiment,mixed
Vraiment bravo sami wrabi m3ak,positive,kaggle_moroccan_sentiment,mixed
Berjoulia bravo ahmed,positive,kaggle_moroccan_sentiment,mixed
"ناجي جهلول إنسان بهيم ياسر.. أستاذ التاريخ الذي ادعى أن أهل الجنوب تنقصهم الوطنية... وكأن بأستاذ التاريخ لم يقرأ في كتب التاريخ عن فرحات حشاد والطاهر الحداد وأبي القاسم الشابي ومحمد علي الحامي ولزهر الشرايطي وعبد العزيز العكرمي...وغيرهم 
Tfeeeeh 3al podeiet 5raw feh Ti o9tlo lehmom jemda w homa ya7kiw 3al insenia ama insenia ta7kiw 3liha te 7ata 7ayawenia matjiiiich l7ayawen we3i 3lik ya mrifh ya mo3a9 ya met5alef
Maskha
تفوووووه على المستويات
منافق كبييييير
سبب من اسباب التطرف الديني ان تستفز غيرك في دينه حتى عن غير قصد هذه ليست اخلاقنا .حنان وزينة والمثلية ولطفي العماري كوارث تونس ودعاة للكفر وسبب تدعيش العقول البسيطة
يستخف في دمو و بصراحة ظهر دمو رزين و عار على الحصة
Mamstou
7al9a 3al 7ittt
حسان من الجزاير تفوووووو
الدنيا أذواق وكل حد يجبدوا أصلو وإلي أصلو خامج أكيد يتفرج في الخمج ويعحبوا
يجيب كان في حثالة المجتمع ما يسمى بالفنانين، نعم فنانين في الانحطاط الأخلاقي، فنانين في الموضة و الدعارة، و صرف الشباب و البنات لمثل هذه الأشياء، لماذا لم يتكلم عن هذا اللباس و العري من قد تكلموا بالأمس القريب في الحجاب و النقاب، ياله من شعب تافه، منافق، كاذب، الا من رحم ربي، ولا حول ولا قوة الا بالله
Raw 5ra 5ra w amsat menou maritech
mamsto 
Maaaaaaareq eghiiiiiiiiit
Amsat mino ma famech
hhhhhhhhhhhhhhhhhhhhhh mala mousiba mnin tla3 hedha kother lham ydha7ek
yeser  mathrouba fi rou77a yeser mra hethi
انا نكرهو و نفد منوو كي نشوفو يعملي الجاير
mech 5arej 3lik el role
Loooooool mriiiiiiitha ....
قاطعوا قناة العهر و الفسوق يا قوم
برافو فوزي وعندك حق والله شئ يأسف ملا موضوع يحكي فيه سي لطفي ويقول ثقافة غربية  الدول العربية تعاني من الجهل وتونس تعاني من المثقفين  مثلك يا لطفي  انا نقلك هذه ثقافتك انت وحدك
Mousasel fasedetou wajihaw khmissa
شايب كلب طحان
قحبة من أكبر قحاب تونس
Yeser wala mareg il mosalsall :/
منافقين
اي ونبعد  وين تحب طوسل غريت الشلهقين في في شهر رمضان لفظيل يخي  مقطوعين من شجرة لا عندكم لا امالي ولا تالي والا غارينهم باللفلوس التمثيل سبحان الله ولا حولة ولا قوة الا بالله حسبي الله ونعمي الوكيل  كان فمي تافه احب يمدحك له المجال مفتوح الدنياه ليك
Maset barcha 👎
Maset barcha
Akbir kalb
أصبحت تستضيف من تراهم في بلاتو برهان عسيس.. أتفه و أرخص شخص هذا المسمى فريد الباجي... الصافي سعيد يستحق كل الأحترام كذلك سيف الدين
الله لا يفرج عليه",negative,kaggle_moroccan_sentiment,mixed
En7ebha barcha w tooooooop 3al e5er   😄💗,positive,kaggle_moroccan_sentiment,mixed
"bayrem mele5er e7tarim rou7ek kathartelha mel msata w el bléda,",negative,kaggle_moroccan_sentiment,mixed
Vraiment bravo,positive,kaggle_moroccan_sentiment,mixed
wou 9adech'ha masta w teeeefha ! ya77,negative,kaggle_moroccan_sentiment,mixed
بصراحة #نلوم على امين كيفاش جايبوا للبرنامج برجولية #ممسطو ..شكون موافقني يعمل جام خليه يفيق على روحوا هالمصباح ...بففففف,negative,kaggle_moroccan_sentiment,mixed
7ram 3likom,negative,kaggle_moroccan_sentiment,mixed
ديما دراما كتحط افلام مغربية واعرة,positive,huggingface_darija_reviews,Arabic
دهب  ناقص دبا. انت حتبيعى ب 900 درهم الغرام حشومة,negative,huggingface_darija_reviews,Arabic
